frame,id,x1,y1,x2,y2,conf,speed_kmh
141,2,515,211,956,584,0.8595653176307678,0.0
142,2,513,211,955,584,0.8554447889328003,0.0
142,1,887,289,1021,406,0.5032938122749329,0.0
143,2,512,211,953,584,0.8562533855438232,0.0
143,1,891,289,1014,403,0.45535722374916077,0.0
144,2,511,211,952,584,0.8341783881187439,0.0
144,1,893,290,1007,399,0.4132307767868042,0.0
145,2,511,212,950,584,0.8487308025360107,0.0
145,1,892,289,1005,403,0.5616335272789001,0.0
146,2,510,212,949,584,0.8411336541175842,0.0
146,1,890,290,1000,405,0.7558842301368713,0.0
147,2,509,212,945,581,0.8450489044189453,0.0
147,1,891,292,995,405,0.4951901435852051,0.0
148,2,508,213,944,582,0.8145380616188049,0.0
148,1,891,294,988,403,0.7048808336257935,0.0
149,2,506,213,942,582,0.7989295721054077,0.0
149,1,888,293,984,403,0.6840804219245911,0.0
150,2,505,213,940,581,0.8248849511146545,0.0
150,1,886,293,979,402,0.7328174710273743,0.0
151,2,504,213,939,581,0.7678386569023132,0.0
151,1,885,293,975,402,0.7149298787117004,0.0
152,2,502,212,939,582,0.7934713959693909,0.0
152,1,883,294,971,403,0.7623953819274902,0.0
153,2,501,212,939,583,0.8668279647827148,0.0
153,1,888,294,964,391,0.6021009087562561,0.0
154,2,500,212,937,582,0.8434363603591919,0.0
154,1,889,295,956,380,0.5830238461494446,0.0
155,2,499,212,935,580,0.8451035022735596,0.0
155,1,887,296,954,381,0.5756268501281738,0.0
156,2,498,211,933,580,0.8202005624771118,0.0
156,1,886,297,949,379,0.6632124185562134,0.0
157,2,497,211,933,580,0.851544201374054,0.0
157,1,884,298,944,376,0.6547896265983582,0.0
158,2,497,210,931,578,0.8298762440681458,0.0
158,1,883,298,942,375,0.6033560633659363,0.0
158,3,474,312,536,395,0.5787969827651978,0.0
159,2,496,210,929,577,0.8467125296592712,0.0
159,3,474,314,534,394,0.7140663266181946,0.0
159,4,1208,318,1275,615,0.6558240056037903,0.0
160,2,496,211,928,577,0.8530000448226929,0.0
160,3,472,314,533,395,0.6605607867240906,0.0
160,4,1203,313,1271,613,0.710730254650116,0.0
161,2,495,211,924,574,0.8520583510398865,0.0
161,3,469,314,530,396,0.7621361017227173,0.0
161,4,1197,308,1266,609,0.7582932114601135,0.0
162,2,495,211,922,574,0.8717375993728638,0.0
162,3,466,313,527,396,0.6930285692214966,0.0
162,4,1192,304,1262,605,0.8237459659576416,0.0
163,2,494,212,920,574,0.8397314548492432,0.0
163,3,464,312,526,397,0.6647137999534607,0.0
163,4,1186,301,1259,604,0.8151319622993469,0.0
164,2,493,212,919,574,0.8496749401092529,0.0
164,3,461,312,525,398,0.7055174112319946,0.0
164,4,1180,295,1256,598,0.831005334854126,0.0
165,2,492,213,918,574,0.8241078853607178,0.0
165,3,460,311,525,399,0.6406447887420654,0.0
165,4,1175,293,1252,591,0.8176202774047852,0.0
166,2,491,213,917,574,0.8038612604141235,0.0
166,3,456,311,522,401,0.44493138790130615,0.0
166,4,1169,291,1250,585,0.819214403629303,0.0
167,2,490,214,916,574,0.8652276396751404,0.0
167,3,454,311,520,401,0.5096392631530762,0.0
167,4,1162,285,1249,585,0.7836416363716125,0.0
168,2,489,214,914,574,0.8695462346076965,0.0
168,3,452,311,518,401,0.45331358909606934,0.0
168,4,1157,291,1246,580,0.8256528973579407,0.0
169,2,487,214,912,574,0.8450198173522949,0.0
169,3,451,311,519,404,0.5048591494560242,0.0
169,4,1152,295,1243,568,0.8796975016593933,0.0
170,2,486,215,911,575,0.8426680564880371,0.0
170,3,451,309,520,401,0.40427857637405396,0.0
170,4,1146,299,1242,570,0.7555437684059143,0.0
171,2,485,215,910,575,0.8102486729621887,0.0
171,3,449,309,519,401,0.5537415742874146,0.0
171,4,1139,291,1242,562,0.7534638047218323,0.0
172,2,484,215,908,575,0.7890700697898865,0.0
172,3,446,308,518,401,0.3776090145111084,0.0
172,4,1126,245,1249,560,0.7428871989250183,0.0
173,2,484,215,908,575,0.753933310508728,0.0
173,3,445,308,518,400,0.3323310315608978,0.0
173,4,1116,222,1253,559,0.7003479599952698,0.0
174,2,483,216,905,574,0.7757149934768677,0.0
174,3,443,308,517,401,0.2549428939819336,0.0
174,4,1108,209,1253,556,0.7537106275558472,0.0
175,2,481,216,904,575,0.8338893055915833,0.0
175,3,440,309,516,402,0.557823896408081,0.0
175,4,1100,198,1254,552,0.6329249143600464,0.0
176,2,481,217,902,575,0.791968047618866,0.0
176,3,438,310,515,403,0.376270055770874,0.0
176,4,1094,190,1255,549,0.45059382915496826,0.0
177,2,480,217,901,574,0.7169042825698853,0.0
177,4,1087,181,1256,548,0.5459115505218506,0.0
178,2,480,217,899,574,0.6765748262405396,0.0
178,4,1080,176,1257,550,0.6642340421676636,0.0
178,3,434,310,511,400,0.6029516458511353,0.0
179,2,479,217,899,574,0.6917397975921631,0.0
179,4,1075,174,1255,545,0.7078681588172913,0.0
179,3,432,310,510,398,0.5538793206214905,0.0
180,2,478,218,898,575,0.7234820127487183,0.0
180,4,1070,172,1255,542,0.6641477346420288,0.0
180,3,429,311,508,397,0.47833988070487976,0.0
181,2,478,218,895,573,0.7718138098716736,0.0
181,4,1065,172,1254,539,0.5273476839065552,0.0
181,3,425,311,505,397,0.6732442378997803,0.0
182,2,477,219,893,573,0.7251186370849609,0.0
182,4,1058,170,1253,538,0.6489490270614624,0.0
182,3,420,311,501,397,0.5926972031593323,0.0
183,2,476,219,891,572,0.7356017231941223,0.0
183,4,1052,168,1253,539,0.6807793378829956,0.0
183,3,416,312,496,395,0.5664392113685608,0.0
184,2,475,220,889,572,0.6741979718208313,0.0
184,4,1047,166,1254,536,0.5805187821388245,0.0
184,3,411,313,495,399,0.47130250930786133,0.0
185,2,474,221,886,571,0.7618803977966309,0.0
185,4,1043,164,1253,531,0.6974614262580872,0.0
185,3,406,313,493,402,0.4277784526348114,0.0
186,2,473,221,884,571,0.7913239002227783,0.0
186,4,1037,161,1254,530,0.7242757678031921,0.0
186,3,401,314,491,405,0.5514070987701416,0.0
187,2,471,221,883,571,0.7804303765296936,0.0
187,4,1033,160,1254,526,0.581134557723999,0.0
187,3,394,314,491,414,0.45991718769073486,0.0
188,2,469,221,880,571,0.7400030493736267,0.0
188,4,1028,158,1253,523,0.5259242653846741,0.0
188,3,394,313,485,406,0.539031445980072,0.0
189,2,467,220,879,571,0.8077234029769897,0.0
189,4,1024,158,1252,517,0.5415454506874084,0.0
189,3,393,313,479,401,0.6284785270690918,0.0
190,2,464,220,877,571,0.8175374865531921,0.0
190,4,1019,158,1253,521,0.6386444568634033,0.0
190,3,389,312,474,399,0.5922449827194214,0.0
191,2,462,219,875,572,0.7964594960212708,0.0
191,4,1009,157,1256,531,0.5756204128265381,0.0
191,3,383,312,468,398,0.6257113814353943,0.0
192,2,460,218,874,572,0.8199974894523621,0.0
192,4,995,155,1264,560,0.481203556060791,0.0
192,3,379,310,464,396,0.7222877740859985,0.0
193,2,460,217,873,570,0.7492026686668396,0.0
193,4,985,154,1269,579,0.4594925045967102,0.0
193,3,375,309,458,394,0.6663596034049988,0.0
194,2,459,218,872,571,0.7950766682624817,0.0
194,4,978,153,1272,592,0.5040880441665649,0.0
194,3,370,309,454,396,0.7501606345176697,0.0
195,2,458,217,870,569,0.7537121176719666,0.0
195,3,367,310,450,396,0.684766411781311,0.0
196,2,458,217,867,567,0.7711153030395508,0.0
196,3,363,310,445,396,0.5644188523292542,0.0
197,2,457,217,867,569,0.773139238357544,0.0
197,3,358,311,438,395,0.6706798672676086,0.0
197,4,965,153,1273,611,0.5352683067321777,0.0
198,2,456,218,865,568,0.7567664980888367,0.0
198,3,354,311,434,396,0.7036586999893188,0.0
198,4,962,153,1271,610,0.4706634283065796,0.0
199,2,454,219,863,570,0.7211247086524963,0.0
199,3,350,312,429,396,0.7384268045425415,0.0
199,4,958,153,1269,608,0.5448224544525146,0.0
199,5,421,329,475,420,0.6982690691947937,0.0
200,2,453,221,860,569,0.8011329770088196,0.0
200,3,346,312,426,398,0.7119336128234863,0.0
200,4,956,153,1267,605,0.6025010943412781,0.0
200,5,419,332,472,420,0.6352406144142151,0.0
201,2,449,223,860,575,0.8410337567329407,0.0
201,3,341,313,418,396,0.6382894515991211,0.0
201,4,953,153,1264,599,0.5734339356422424,0.0
201,5,414,332,468,423,0.6489541530609131,0.0
202,2,449,223,858,574,0.8427814245223999,0.0
202,3,336,313,413,398,0.6620388627052307,0.0
202,4,950,152,1262,594,0.5644900798797607,0.0
202,5,407,330,463,423,0.6671801209449768,0.0
203,2,447,223,855,573,0.8356913328170776,0.0
203,3,335,314,406,393,0.5762112140655518,0.0
203,4,947,153,1258,587,0.6299404501914978,0.0
203,5,402,329,460,423,0.7038278579711914,0.0
204,2,448,223,851,568,0.8311314582824707,0.0
204,3,333,314,402,392,0.6021274924278259,0.0
204,4,945,156,1256,582,0.6036316156387329,0.0
204,5,398,327,457,422,0.6442694664001465,0.0
205,2,445,222,848,567,0.8536889553070068,0.0
205,3,325,313,396,397,0.5110874772071838,0.0
205,4,943,155,1254,575,0.6711902618408203,0.0
205,5,393,325,455,422,0.6474876403808594,0.0
206,2,443,223,844,565,0.8630433678627014,0.0
206,4,937,153,1254,573,0.7423998117446899,0.0
206,5,387,323,452,423,0.7832608819007874,0.0
207,2,442,223,842,564,0.8772184252738953,0.0
207,4,934,151,1254,569,0.7502825260162354,0.0
207,5,382,322,452,424,0.7360231280326843,0.0
208,2,439,223,839,563,0.8619413375854492,0.0
208,4,930,149,1254,564,0.7171913981437683,0.0
208,5,376,319,451,425,0.6534551382064819,0.0
209,2,437,224,835,562,0.8569849133491516,0.0
209,4,925,148,1253,561,0.6114388108253479,0.0
209,5,371,316,450,425,0.7753975987434387,0.0
210,2,435,224,833,561,0.8722154498100281,0.0
210,4,922,148,1251,556,0.5577620267868042,0.0
210,5,367,315,449,424,0.7781740427017212,0.0
211,2,433,224,830,560,0.8871160745620728,0.0
211,5,360,315,447,424,0.7852115631103516,0.0
212,2,431,224,827,559,0.8944950103759766,0.0
212,5,354,315,444,424,0.7614431977272034,0.0
212,4,917,153,1246,551,0.5222119688987732,0.0
213,2,428,224,823,558,0.9124466776847839,0.0
213,5,346,315,440,423,0.7881313562393188,0.0
213,4,912,155,1245,548,0.47409871220588684,0.0
214,2,426,224,818,555,0.8937084078788757,0.0
214,5,340,315,437,423,0.7890220880508423,0.0
215,2,425,224,816,554,0.8389658331871033,0.0
215,5,334,315,435,423,0.8148356080055237,0.0
216,2,421,223,813,554,0.86744225025177,0.0
216,5,329,313,433,422,0.8418858051300049,0.0
216,4,905,164,1236,540,0.6183698177337646,0.0
217,2,419,221,811,553,0.8018090724945068,0.0
217,5,324,312,431,420,0.8349139094352722,0.0
217,4,899,165,1237,536,0.48377442359924316,0.0
218,2,418,220,807,549,0.7682280540466309,0.0
218,5,318,310,427,417,0.8445382714271545,0.0
219,2,417,220,802,546,0.8198700547218323,0.0
219,5,312,307,425,415,0.856160581111908,0.0
220,2,416,220,798,543,0.845707893371582,0.0
220,5,306,305,423,414,0.8456063866615295,0.0
221,2,410,220,796,547,0.8467393517494202,0.0
221,5,300,304,421,414,0.8151756525039673,0.0
221,4,891,175,1225,523,0.5691119432449341,0.0
222,2,410,221,788,541,0.8174212574958801,0.0
222,5,296,304,419,414,0.832771897315979,0.0
222,4,884,177,1226,517,0.41455358266830444,0.0
223,2,409,222,781,537,0.8657850623130798,0.0
223,5,291,305,416,413,0.8279603123664856,0.0
223,4,878,180,1226,512,0.7034553289413452,0.0
224,2,406,225,777,539,0.8538072109222412,0.0
224,5,287,306,412,412,0.8295942544937134,0.0
224,4,871,183,1228,511,0.6492655277252197,0.0
225,2,404,226,772,538,0.8623114228248596,0.0
225,5,283,307,410,413,0.7707942724227905,0.0
225,4,865,186,1228,508,0.6275864243507385,0.0
226,2,400,228,765,536,0.83858323097229,0.0
226,5,278,308,406,414,0.6376417279243469,0.0
226,4,858,190,1227,507,0.6162201762199402,0.0
227,2,396,230,758,534,0.8702572584152222,0.0
227,5,271,310,402,414,0.679167628288269,0.0
227,4,852,194,1228,506,0.6090324521064758,0.0
228,2,390,231,754,538,0.7914004921913147,0.0
228,5,260,312,395,417,0.6299881935119629,0.0
229,2,388,233,747,535,0.8118330836296082,0.0
229,5,258,314,393,417,0.7767863869667053,0.0
230,2,383,235,743,539,0.75028395652771,0.0
230,5,252,316,390,420,0.8092010021209717,0.0
231,2,377,237,739,543,0.7921435236930847,0.0
231,5,242,319,381,423,0.7781775593757629,0.0
232,2,373,238,734,543,0.7870112657546997,0.0
232,5,238,322,379,424,0.7185594439506531,0.0
233,2,370,239,729,543,0.7737578749656677,0.0
233,5,233,324,374,425,0.6705727577209473,0.0
233,4,835,207,1212,501,0.6313654780387878,0.0
234,2,368,240,723,542,0.770401656627655,0.0
234,5,227,326,368,425,0.7274675965309143,0.0
235,2,365,241,717,541,0.8187355995178223,0.0
235,5,222,327,363,426,0.6955642700195312,0.0
236,2,363,243,709,539,0.8035225868225098,0.0
236,5,216,328,356,426,0.6588836908340454,0.0
237,2,355,244,705,542,0.7019844651222229,0.0
237,5,209,330,348,427,0.6542218327522278,0.0
238,2,350,248,698,546,0.6588836312294006,0.0
238,5,201,331,340,429,0.7494149804115295,0.0
239,2,344,249,693,549,0.7245869636535645,0.0
239,5,195,332,331,428,0.7105914950370789,0.0
239,4,800,222,1188,502,0.5203127861022949,0.0
240,2,340,250,687,549,0.7181297540664673,0.0
240,5,186,331,321,427,0.6753473877906799,0.0
240,4,783,224,1187,500,0.6433246731758118,0.0
241,2,342,251,678,540,0.6883296966552734,0.0
241,5,182,331,316,427,0.7226879596710205,0.0
242,2,338,252,674,541,0.6484280824661255,0.0
242,5,177,331,307,426,0.7713615894317627,0.0
243,2,333,253,669,542,0.6742509603500366,0.0
243,5,172,331,299,425,0.7528848052024841,0.0
244,2,326,252,663,543,0.7661451697349548,0.0
244,5,166,331,290,425,0.7271187901496887,0.0
244,4,748,227,1159,495,0.5372796654701233,0.0
245,2,322,252,655,539,0.756416380405426,0.0
245,5,159,330,280,425,0.7614911794662476,0.0
245,4,734,227,1154,492,0.6774265170097351,0.0
246,2,318,252,647,536,0.7581519484519958,0.0
246,5,152,330,272,425,0.7919604182243347,0.0
246,4,722,227,1149,490,0.5803871154785156,0.0
247,2,312,252,642,536,0.7937155961990356,0.0
247,5,147,331,262,426,0.8288859128952026,0.0
247,4,711,227,1145,488,0.7264897227287292,0.0
248,2,310,252,633,531,0.7633844017982483,0.0
248,5,140,333,249,426,0.7390235662460327,0.0
248,4,701,227,1138,486,0.6308359503746033,0.0
249,2,302,253,628,533,0.7780516743659973,0.0
249,5,135,334,238,425,0.6727041006088257,0.0
249,4,690,227,1131,485,0.5869402289390564,0.0
250,2,298,254,619,530,0.7772955894470215,0.0
250,5,135,344,223,424,0.7513003349304199,0.0
250,4,680,226,1123,483,0.5696597695350647,0.0
