frame,id,x1,y1,x2,y2,conf,speed_kmh
250,6,259,326,315,393,0.6660624146461487,0.0
251,2,291,254,614,533,0.7657849788665771,0.0
251,5,127,347,210,424,0.7510178685188293,0.0
251,4,672,225,1117,480,0.4956620931625366,0.0
251,6,255,327,311,393,0.610174834728241,0.0
252,2,284,257,610,538,0.665064811706543,0.0
252,5,120,349,199,424,0.7112718820571899,0.0
252,4,666,225,1109,477,0.46698111295700073,0.0
252,6,249,326,307,395,0.7769518494606018,0.0
253,2,278,258,602,536,0.7353930473327637,0.0
253,5,113,350,186,422,0.6179270148277283,0.0
253,4,659,227,1101,477,0.6315668225288391,0.0
253,6,239,323,301,396,0.7000002264976501,0.0
254,2,273,259,596,537,0.7748761773109436,0.0
254,5,107,352,174,421,0.7606518864631653,0.0
254,4,650,227,1097,479,0.6467136144638062,0.0
254,6,232,323,295,396,0.7083935737609863,0.0
255,2,267,259,590,537,0.7940071225166321,0.0
255,5,100,353,162,418,0.5428150296211243,0.0
255,4,643,228,1090,478,0.613483726978302,0.0
255,6,224,322,287,396,0.6253700256347656,0.0
256,2,262,260,581,533,0.7386780977249146,0.0
256,4,639,231,1079,475,0.6737619042396545,0.0
256,6,216,321,280,395,0.6475187540054321,0.0
257,2,255,260,576,536,0.7805991172790527,0.0
257,4,633,231,1070,473,0.7442499399185181,0.0
257,6,210,319,275,394,0.7661863565444946,0.0
258,2,246,261,569,536,0.8307768702507019,0.0
258,4,626,232,1064,473,0.662456214427948,0.0
258,6,202,314,272,394,0.7286149263381958,0.0
259,2,239,261,563,536,0.8037405014038086,0.0
259,4,617,231,1057,472,0.5787014365196228,0.0
259,6,195,316,265,394,0.6878189444541931,0.0
260,2,233,261,557,537,0.7422798275947571,0.0
260,4,609,230,1052,472,0.673494815826416,0.0
260,6,190,320,257,394,0.7140321731567383,0.0
261,2,227,264,550,539,0.7679355144500732,0.0
261,4,600,229,1047,473,0.688930094242096,0.0
261,6,182,321,251,397,0.7401424050331116,0.0
262,2,221,265,544,541,0.7883585691452026,0.0
262,4,593,228,1042,474,0.7253326177597046,0.0
262,6,172,318,246,398,0.7749060392379761,0.0
263,2,214,267,537,543,0.825651228427887,0.0
263,4,586,227,1035,473,0.7020812034606934,0.0
263,6,166,323,239,400,0.7866883873939514,0.0
264,2,206,269,531,544,0.7730791568756104,0.0
264,4,580,228,1027,473,0.7175745964050293,0.0
264,6,159,319,238,402,0.611632764339447,0.0
265,2,198,270,522,544,0.6311686038970947,0.0
265,4,575,229,1020,474,0.5913358926773071,0.0
265,6,150,323,228,404,0.6357293725013733,0.0
266,2,191,271,517,548,0.6974266171455383,0.0
266,4,569,230,1012,474,0.5722435712814331,0.0
266,6,142,324,220,405,0.6909767985343933,0.0
267,2,183,272,510,548,0.819416880607605,0.0
267,4,564,230,1007,474,0.510870635509491,0.0
267,6,134,322,215,406,0.6935679912567139,0.0
268,2,176,273,502,548,0.8257167339324951,0.0
268,4,559,231,1000,474,0.5479868650436401,0.0
268,6,127,321,211,406,0.6179667115211487,0.0
269,2,169,273,495,547,0.8422737121582031,0.0
269,4,556,231,992,471,0.6593862771987915,0.0
269,6,120,322,203,406,0.518176794052124,0.0
270,2,162,273,489,547,0.8746705055236816,0.0
270,4,553,233,986,471,0.7445217967033386,0.0
270,6,114,322,196,406,0.6368243098258972,0.0
271,2,155,270,484,547,0.8684462308883667,0.0
271,4,551,234,979,470,0.7200673222541809,0.0
271,6,108,323,189,404,0.6901962161064148,0.0
272,2,141,269,471,544,0.8473604917526245,0.0
272,4,547,236,973,469,0.7609158754348755,0.0
272,6,103,319,184,402,0.4792347848415375,0.0
273,2,132,266,464,540,0.8676595687866211,0.0
273,4,542,236,966,469,0.8238276839256287,0.0
273,6,96,315,177,397,0.5824658274650574,0.0
274,2,127,262,459,535,0.8184027075767517,0.0
274,4,538,236,960,467,0.7513754963874817,0.0
274,6,91,316,169,393,0.5939134359359741,0.0
275,2,123,260,455,532,0.8876721262931824,0.0
275,4,535,235,956,465,0.7020936012268066,0.0
275,6,85,308,165,389,0.4308779537677765,0.0
276,2,119,256,452,529,0.8133688569068909,0.0
276,4,532,233,952,463,0.8074812889099121,0.0
276,6,79,308,156,386,0.7572100162506104,0.0
277,2,114,254,448,527,0.812102735042572,0.0
277,4,528,231,949,461,0.8537194728851318,0.0
277,6,74,303,153,384,0.7181418538093567,0.0
278,2,109,252,442,524,0.8109043836593628,0.0
278,4,524,230,946,460,0.8354222178459167,0.0
278,6,68,300,148,382,0.5778767466545105,0.0
279,2,103,252,435,523,0.8502159714698792,0.0
279,4,522,230,940,457,0.755284309387207,0.0
279,6,64,299,144,381,0.5263410806655884,0.0
280,2,97,251,429,521,0.8055981397628784,0.0
280,4,518,227,936,454,0.8114274740219116,0.0
280,6,60,305,132,380,0.47856414318084717,0.0
281,2,90,248,422,519,0.7979576587677002,0.0
281,4,513,226,931,453,0.6842938661575317,0.0
281,6,56,308,123,379,0.49436718225479126,0.0
282,2,84,248,416,518,0.7006364464759827,0.0
282,4,510,224,927,451,0.6951414346694946,0.0
282,6,51,308,116,380,0.43207257986068726,0.0
283,2,79,248,410,517,0.7712717652320862,0.0
283,4,507,223,924,449,0.7618286609649658,0.0
283,6,43,295,119,382,0.34165480732917786,0.0
284,2,74,248,404,516,0.8014683127403259,0.0
284,4,503,223,920,449,0.686540424823761,0.0
284,6,45,298,118,381,0.27413126826286316,0.0
285,2,65,249,395,516,0.7629113793373108,0.0
285,4,501,224,916,448,0.7280804514884949,0.0
286,2,59,253,388,517,0.8316049575805664,0.0
286,4,500,225,913,449,0.8201950192451477,0.0
287,2,55,256,381,517,0.8599196076393127,0.0
287,4,497,226,912,451,0.7662181258201599,0.0
288,2,53,260,376,517,0.8595848679542542,0.0
288,4,496,228,910,452,0.7476242780685425,0.0
289,2,52,263,375,518,0.8896507024765015,0.0
289,4,496,230,909,454,0.8427814841270447,0.0
290,2,50,264,374,520,0.8752231001853943,0.0
290,4,495,232,908,455,0.7762715220451355,0.0
291,2,50,265,374,521,0.876986563205719,0.0
291,4,495,233,907,456,0.8172103762626648,0.0
292,2,51,265,375,522,0.8852751851081848,0.0
292,4,496,233,908,455,0.8137780427932739,0.0
293,2,52,265,374,519,0.8889392614364624,0.0
293,4,497,232,907,455,0.8091591000556946,0.0
294,2,53,262,372,515,0.8824345469474792,0.0
294,4,498,232,908,453,0.7779959440231323,0.0
295,2,54,260,370,511,0.8924684524536133,0.0
295,4,500,231,907,451,0.7760763764381409,0.0
296,2,53,255,367,506,0.9062898755073547,0.0
296,4,501,230,905,447,0.7628887295722961,0.0
297,2,53,253,364,502,0.9001472592353821,0.0
297,4,502,228,903,444,0.8110185265541077,0.0
298,2,56,253,360,496,0.8870502710342407,0.0
298,4,501,226,903,442,0.8090332746505737,0.0
299,2,57,251,358,492,0.9145545363426208,0.0
299,4,504,224,904,439,0.7810963988304138,0.0
300,2,58,250,358,489,0.9055700898170471,0.0
300,4,505,224,904,438,0.7321507334709167,0.0
301,2,60,249,358,486,0.9069467186927795,0.0
301,4,504,223,904,437,0.7378875613212585,0.0
302,2,61,250,359,486,0.9146564602851868,0.0
302,4,505,224,907,439,0.7927417159080505,0.0
303,2,66,254,360,486,0.8867864608764648,0.0
303,4,506,225,911,441,0.794532835483551,0.0
304,2,70,259,362,488,0.9082680940628052,0.0
304,4,507,226,912,443,0.7394487261772156,0.0
305,2,70,261,361,490,0.907488226890564,0.0
305,4,505,228,910,443,0.7229306101799011,0.0
306,2,72,266,360,491,0.8988238573074341,0.0
306,4,505,229,912,445,0.8294968605041504,0.0
307,2,72,269,358,493,0.8833075165748596,0.0
307,4,506,231,913,447,0.8324869275093079,0.0
308,2,74,270,361,495,0.8634171485900879,0.0
308,4,511,233,914,448,0.810675859451294,0.0
309,2,76,273,361,497,0.8598158955574036,0.0
309,4,514,235,915,448,0.8386883735656738,0.0
310,2,80,274,361,496,0.8423340916633606,0.0
310,4,517,237,917,450,0.8773020505905151,0.0
311,2,83,274,360,492,0.8743817806243896,0.0
311,4,521,238,919,450,0.8813628554344177,0.0
312,2,90,273,362,488,0.8609299659729004,0.0
312,4,526,238,919,448,0.9007552266120911,0.0
313,2,93,271,363,483,0.8717182874679565,0.0
313,4,532,237,922,445,0.8770921230316162,0.0
314,2,98,267,365,478,0.7764835953712463,0.0
314,4,535,235,925,443,0.82923424243927,0.0
315,2,103,265,367,471,0.854695737361908,0.0
315,4,540,233,928,439,0.8349643349647522,0.0
316,2,110,261,371,467,0.8736865520477295,0.0
316,4,544,230,931,436,0.7971537113189697,0.0
317,2,116,259,375,461,0.8934813737869263,0.0
317,4,550,228,935,432,0.8280209302902222,0.0
318,2,124,256,380,457,0.8980973362922668,0.0
318,4,551,223,941,430,0.8462501764297485,0.0
319,2,133,257,385,455,0.8731507658958435,0.0
319,4,556,220,946,428,0.8035787343978882,0.0
320,2,136,256,387,453,0.8640276193618774,0.0
320,4,561,219,950,426,0.8089398145675659,0.0
320,7,2,302,78,362,0.6395426392555237,0.0
321,2,143,258,390,452,0.7955183982849121,0.0
321,4,567,220,953,425,0.7230612635612488,0.0
321,7,5,303,87,366,0.814290463924408,0.0
322,2,150,260,395,453,0.8641403913497925,0.0
322,4,573,220,957,424,0.7620332837104797,0.0
322,7,10,304,96,371,0.6286817193031311,0.0
323,2,159,263,399,452,0.8472036123275757,0.0
323,4,579,221,961,424,0.7624881267547607,0.0
323,7,21,306,111,374,0.7386723160743713,0.0
324,2,168,266,405,453,0.8891264796257019,0.0
324,4,584,222,967,425,0.7684643864631653,0.0
324,7,22,306,118,378,0.6682411432266235,0.0
325,2,177,270,411,454,0.8264451026916504,0.0
325,4,590,224,972,426,0.752082109451294,0.0
325,7,50,309,141,377,0.6286655068397522,0.0
326,2,188,275,417,455,0.8953224420547485,0.0
326,4,596,226,978,428,0.8370400667190552,0.0
326,7,63,312,155,381,0.5310625433921814,0.0
327,2,199,278,424,454,0.9194393754005432,0.0
327,4,604,229,986,431,0.7410482168197632,0.0
327,7,82,312,175,381,0.611632227897644,0.0
328,2,211,280,434,454,0.8901727795600891,0.0
328,4,613,234,992,434,0.8160768151283264,0.0
328,7,102,312,195,382,0.4255501627922058,0.0
329,2,224,282,444,453,0.8884645104408264,0.0
329,4,620,236,1001,437,0.722776472568512,0.0
329,7,125,313,216,381,0.7243924736976624,0.0
330,2,234,284,450,452,0.883680522441864,0.0
330,4,629,240,1009,441,0.763037919998169,0.0
330,7,145,313,236,380,0.740909993648529,0.0
331,2,246,286,456,450,0.8079204559326172,0.0
331,4,638,246,1013,444,0.8004634380340576,0.0
331,7,162,314,251,380,0.7446835041046143,0.0
332,2,260,288,466,449,0.8313409686088562,0.0
332,4,646,251,1021,448,0.7940400242805481,0.0
332,7,178,316,265,380,0.7244482636451721,0.0
333,2,270,289,474,449,0.8854660391807556,0.0
333,4,656,254,1031,451,0.8176207542419434,0.0
333,7,197,316,284,380,0.752596378326416,0.0
334,2,282,291,483,449,0.879062831401825,0.0
334,4,666,256,1041,452,0.8142130970954895,0.0
334,7,216,317,304,381,0.6212933659553528,0.0
335,2,298,293,496,448,0.8817943334579468,0.0
335,4,676,256,1050,452,0.8236603736877441,0.0
335,7,232,317,321,382,0.6461487412452698,0.0
336,2,312,294,507,447,0.8660496473312378,0.0
336,4,689,256,1061,450,0.7967984676361084,0.0
336,7,249,319,337,382,0.5073940753936768,0.0
337,2,327,294,519,446,0.8356215357780457,0.0
337,4,700,253,1072,447,0.8107011914253235,0.0
337,7,267,321,352,383,0.5965672731399536,0.0
338,2,342,294,531,444,0.8154588341712952,0.0
338,4,711,250,1086,445,0.7451679110527039,0.0
338,7,284,321,368,383,0.6102076768875122,0.0
339,2,356,294,542,441,0.8541814684867859,0.0
339,4,722,245,1099,440,0.7528544068336487,0.0
339,7,300,319,384,382,0.6258596181869507,0.0
339,8,6,318,42,380,0.7376534342765808,0.0
340,2,371,292,553,436,0.829613208770752,0.0
340,4,730,240,1111,437,0.6863678097724915,0.0
340,7,316,317,401,381,0.7651795744895935,0.0
340,8,13,315,50,376,0.7716512084007263,0.0
341,2,383,291,562,433,0.8167912364006042,0.0
341,4,742,238,1119,433,0.7208139896392822,0.0
341,7,332,316,412,378,0.5436897873878479,0.0
341,8,21,313,56,368,0.690615177154541,0.0
342,2,398,289,573,429,0.8427099585533142,0.0
342,4,751,237,1129,431,0.7460565567016602,0.0
342,7,348,312,427,373,0.586393415927887,0.0
342,8,30,308,70,370,0.8087671995162964,0.0
343,2,412,287,583,424,0.8091660737991333,0.0
343,4,762,237,1137,430,0.7143866419792175,0.0
343,7,361,311,437,371,0.6253438591957092,0.0
343,8,41,303,84,366,0.7870411276817322,0.0
344,2,427,286,593,419,0.8100751638412476,0.0
344,4,773,239,1146,430,0.6386620998382568,0.0
344,7,369,306,450,371,0.3668340742588043,0.0
344,8,56,299,101,362,0.82803875207901,0.0
345,2,441,286,604,416,0.8189895749092102,0.0
345,4,785,241,1159,431,0.7110326886177063,0.0
345,7,384,304,467,371,0.48151910305023193,0.0
345,8,71,296,117,357,0.8522421717643738,0.0
346,2,457,285,616,413,0.829714834690094,0.0
346,4,796,244,1169,433,0.6851396560668945,0.0
346,7,402,304,482,371,0.44447025656700134,0.0
346,8,87,295,134,353,0.8042768836021423,0.0
347,2,472,286,630,413,0.8314207196235657,0.0
347,4,810,247,1181,435,0.6478462815284729,0.0
347,7,420,308,494,371,0.5434911847114563,0.0
347,8,104,294,153,352,0.8244942426681519,0.0
348,2,488,288,645,414,0.8486984968185425,0.0
348,4,822,250,1198,438,0.7202510833740234,0.0
348,7,440,307,513,370,0.3490335941314697,0.0
348,8,121,296,172,353,0.8183987736701965,0.0
349,2,504,290,659,415,0.8661824464797974,0.0
349,4,836,252,1212,440,0.804172933101654,0.0
349,7,461,310,531,371,0.5558091402053833,0.0
349,8,139,297,192,355,0.8830373287200928,0.0
350,2,521,292,675,417,0.8216078281402588,0.0
350,4,851,253,1230,442,0.821250855922699,0.0
350,7,482,315,545,371,0.6032564043998718,0.0
350,8,156,300,211,357,0.8586146831512451,0.0
351,2,535,292,690,418,0.8174178004264832,0.0
351,4,864,254,1246,443,0.7930282354354858,0.0
351,7,499,316,564,375,0.3809796869754791,0.0
351,8,172,302,228,358,0.8483925461769104,0.0
352,2,553,295,703,418,0.8114706873893738,0.0
352,4,877,255,1260,444,0.7347268462181091,0.0
352,7,517,318,579,377,0.3027673661708832,0.0
352,8,188,303,246,360,0.8425838351249695,0.0
353,2,567,297,716,418,0.8251699209213257,0.0
353,4,889,254,1273,444,0.708487868309021,0.0
353,8,203,304,261,359,0.8590319156646729,0.0
354,2,583,297,728,415,0.7995834946632385,0.0
354,4,899,254,1280,442,0.7712026238441467,0.0
354,8,217,303,275,357,0.8334189057350159,0.0
355,2,597,295,742,413,0.7815579771995544,0.0
355,4,907,253,1280,440,0.8124008774757385,0.0
355,8,230,302,288,354,0.8128658533096313,0.0
355,9,733,320,798,384,0.5805643200874329,0.0
356,2,609,294,753,411,0.7746419906616211,0.0
356,4,914,251,1280,438,0.7721375823020935,0.0
356,8,242,300,301,351,0.8133394122123718,0.0
356,9,743,318,810,383,0.6586383581161499,0.0
357,2,622,292,765,409,0.737058162689209,0.0
357,4,921,250,1280,438,0.6375671029090881,0.0
357,8,252,295,314,349,0.8311607837677002,0.0
357,9,756,314,825,382,0.696770966053009,0.0
358,2,636,290,777,406,0.7924519777297974,0.0
358,4,927,248,1280,437,0.5724315047264099,0.0
358,8,265,292,328,346,0.8102436661720276,0.0
358,9,771,314,837,380,0.6500558257102966,0.0
359,2,649,288,790,403,0.7145877480506897,0.0
359,4,934,245,1280,435,0.6670598387718201,0.0
359,8,277,289,341,343,0.8288320899009705,0.0
359,9,784,312,850,377,0.7876108288764954,0.0
360,2,663,287,803,401,0.7680743932723999,0.0
360,4,944,244,1280,433,0.676699161529541,0.0
360,8,289,287,353,340,0.8053078055381775,0.0
360,9,796,310,862,376,0.7397609353065491,0.0
361,2,676,285,815,398,0.827502965927124,0.0
361,4,953,242,1280,431,0.7500035166740417,0.0
361,8,300,284,364,337,0.7816177010536194,0.0
361,9,808,308,876,375,0.6535452604293823,0.0
362,2,689,285,826,397,0.7932915687561035,0.0
362,4,962,241,1280,430,0.8026862144470215,0.0
362,8,311,282,375,333,0.8634817600250244,0.0
362,9,821,308,888,374,0.7997130751609802,0.0
363,2,702,285,838,395,0.75888592004776,0.0
363,4,972,240,1280,429,0.6563229560852051,0.0
363,8,322,280,386,331,0.8301365375518799,0.0
363,9,834,307,901,373,0.7410510182380676,0.0
364,2,714,284,850,394,0.8352041244506836,0.0
364,4,983,241,1280,429,0.7787326574325562,0.0
364,8,333,278,398,329,0.8537726402282715,0.0
364,9,847,306,914,372,0.7030463218688965,0.0
365,2,727,285,864,396,0.7708005309104919,0.0
365,4,993,241,1280,429,0.7983596920967102,0.0
365,8,342,276,407,328,0.8129193186759949,0.0
365,9,859,306,928,373,0.804637610912323,0.0
366,2,739,284,876,395,0.8164376616477966,0.0
366,4,1004,240,1280,430,0.7397816777229309,0.0
366,8,353,275,418,326,0.7778876423835754,0.0
366,9,872,306,941,372,0.8200658559799194,0.0
367,2,751,284,887,394,0.7465230226516724,0.0
367,4,1016,241,1280,429,0.7772788405418396,0.0
367,8,363,275,427,325,0.8315991759300232,0.0
367,9,884,305,953,372,0.8194538950920105,0.0
368,2,764,285,898,393,0.7112824320793152,0.0
368,4,1028,242,1280,428,0.7515338659286499,0.0
368,8,374,274,437,323,0.7838592529296875,0.0
368,9,896,305,966,371,0.845004141330719,0.0
369,2,775,284,910,393,0.7887547016143799,0.0
369,4,1040,242,1280,426,0.8048537373542786,0.0
369,8,383,274,447,322,0.7194801568984985,0.0
369,9,909,305,979,371,0.7854300141334534,0.0
370,2,789,284,922,391,0.7294178009033203,0.0
370,4,1053,245,1280,425,0.8381742238998413,0.0
370,8,393,274,455,321,0.8234122395515442,0.0
370,9,921,304,993,371,0.8110858798027039,0.0
371,2,801,284,933,390,0.5819120407104492,0.0
371,4,1067,247,1280,424,0.7325908541679382,0.0
371,8,401,273,462,319,0.7125433683395386,0.0
371,9,934,304,1006,370,0.7890956997871399,0.0
372,2,813,284,945,389,0.7668282985687256,0.0
372,4,1081,250,1280,422,0.6915328502655029,0.0
372,8,410,272,472,318,0.7465006113052368,0.0
372,9,943,305,1015,370,0.7906926274299622,0.0
373,2,827,284,959,389,0.7833181619644165,0.0
373,4,1096,252,1280,420,0.6056498289108276,0.0
373,8,419,270,482,317,0.7078137397766113,0.0
373,9,956,305,1028,369,0.8047707676887512,0.0
374,2,840,284,969,386,0.7719625234603882,0.0
374,4,1112,254,1280,413,0.7620689868927002,0.0
374,8,425,268,489,315,0.7737264633178711,0.0
374,9,968,305,1041,369,0.7133806943893433,0.0
375,2,851,284,982,388,0.6781293153762817,0.0
375,4,1126,257,1280,408,0.8678944110870361,0.0
375,8,432,266,497,314,0.7351059317588806,0.0
375,9,980,305,1055,369,0.7237879037857056,0.0
376,2,861,284,992,387,0.7120028138160706,0.0
376,4,1139,259,1280,406,0.7979759573936462,0.0
376,8,440,265,504,312,0.7656366229057312,0.0
376,9,992,304,1068,369,0.7777824997901917,0.0
377,2,873,284,1004,386,0.6734643578529358,0.0
377,4,1153,264,1280,405,0.7910370826721191,0.0
377,8,447,264,511,311,0.7819904685020447,0.0
377,9,1005,304,1082,369,0.7822262048721313,0.0
378,2,886,283,1016,385,0.7535502314567566,0.0
378,4,1167,270,1280,405,0.7313687801361084,0.0
378,8,454,263,518,310,0.8261452913284302,0.0
378,9,1016,304,1094,369,0.8273031115531921,0.0
379,2,897,284,1027,386,0.746545672416687,0.0
379,4,1186,291,1280,406,0.7305475473403931,0.0
379,8,460,263,525,310,0.7518361210823059,0.0
379,9,1030,306,1108,370,0.7563199996948242,0.0
380,2,909,284,1040,386,0.6902233362197876,0.0
380,4,1200,301,1280,407,0.5246752500534058,0.0
380,8,465,262,530,310,0.6917043924331665,0.0
380,9,1041,306,1121,371,0.7781404852867126,0.0
381,2,920,284,1053,387,0.6927213072776794,0.0
381,4,1213,310,1280,407,0.6097663044929504,0.0
381,8,471,262,536,309,0.8599697947502136,0.0
381,9,1053,306,1134,371,0.8067063093185425,0.0
382,2,932,285,1064,388,0.7583524584770203,0.0
382,8,479,263,543,309,0.6847023963928223,0.0
382,9,1064,306,1145,372,0.8001649975776672,0.0
383,2,947,287,1077,389,0.6366753578186035,0.0
383,8,482,263,546,309,0.7566882371902466,0.0
383,9,1077,308,1157,373,0.7956616878509521,0.0
384,2,959,287,1089,389,0.7756274342536926,0.0
384,8,488,263,551,309,0.7504258155822754,0.0
384,9,1086,307,1168,374,0.7879805564880371,0.0
385,2,971,288,1100,390,0.6339839100837708,0.0
385,8,493,263,554,307,0.7497816681861877,0.0
385,9,1096,309,1178,376,0.8292481303215027,0.0
386,2,982,289,1110,392,0.3775075078010559,0.0
386,8,495,263,555,306,0.5897597670555115,0.0
386,9,1105,311,1188,377,0.7389752864837646,0.0
387,8,495,264,558,307,0.5423787236213684,0.0
387,9,1115,313,1196,378,0.7389279007911682,0.0
388,8,496,264,559,307,0.6328548789024353,0.0
388,9,1123,315,1204,380,0.7291715145111084,0.0
389,8,497,263,561,307,0.6682465672492981,0.0
389,9,1135,318,1214,381,0.6173221468925476,0.0
390,8,497,263,562,307,0.7467256784439087,0.0
390,9,1139,319,1219,382,0.6495696306228638,0.0
391,8,497,264,564,309,0.6594250202178955,0.0
391,9,1147,321,1227,385,0.5417763590812683,0.0
392,8,498,265,564,309,0.5572315454483032,0.0
392,9,1154,323,1235,386,0.541641354560852,0.0
393,8,498,266,564,310,0.6211510896682739,0.0
393,9,1158,324,1241,388,0.4470497667789459,0.0
394,8,499,269,563,311,0.5177214741706848,0.0
394,9,1161,325,1247,391,0.7429417967796326,0.0
395,8,499,270,563,311,0.5126484036445618,0.0
395,9,1168,327,1254,392,0.5948315858840942,0.0
396,8,497,269,564,313,0.47442638874053955,0.0
396,9,1177,329,1262,393,0.5360102653503418,0.0
397,8,495,270,565,315,0.6480662226676941,0.0
397,9,1180,331,1268,396,0.28980907797813416,0.0
398,8,495,272,565,317,0.6930323839187622,0.0
398,9,1186,333,1274,398,0.44012102484703064,0.0
399,8,493,273,562,318,0.6177651286125183,0.0
399,9,1195,334,1271,387,0.49189215898513794,0.0
400,8,491,275,560,319,0.5652965307235718,0.0
400,9,1198,334,1271,383,0.5016089081764221,0.0
401,8,496,277,562,319,0.556515097618103,0.0
401,9,1207,338,1275,384,0.2927359640598297,0.0
401,10,1089,325,1191,377,0.5286000967025757,0.0
402,8,496,278,560,320,0.6094275116920471,0.0
402,10,1095,327,1199,379,0.5094562768936157,0.0
403,8,495,279,557,320,0.6015471816062927,0.0
403,10,1104,330,1203,381,0.5194171667098999,0.0
404,8,491,281,552,321,0.5817738771438599,0.0
404,10,1113,334,1213,384,0.5808200240135193,0.0
405,8,487,282,549,322,0.6349381804466248,0.0
405,10,1120,335,1219,385,0.5459054708480835,0.0
406,8,485,283,547,322,0.6298745274543762,0.0
406,10,1122,336,1224,387,0.6082088947296143,0.0
407,8,485,285,545,323,0.564306378364563,0.0
407,10,1127,336,1231,388,0.6281634569168091,0.0
408,8,481,283,542,322,0.4722968637943268,0.0
408,10,1131,335,1233,387,0.4576261639595032,0.0
409,8,480,283,538,320,0.397281676530838,0.0
409,10,1136,335,1235,385,0.40061506628990173,0.0
410,10,1142,333,1243,385,0.42666909098625183,0.0
411,10,1146,332,1247,383,0.3881984353065491,0.0
412,10,1153,330,1253,381,0.5578755140304565,0.0
413,10,1162,330,1269,384,0.5730658769607544,0.0
413,8,466,271,530,313,0.5378761887550354,0.0
414,10,1170,329,1279,384,0.5204200148582458,0.0
414,8,463,270,526,311,0.5130693912506104,0.0
415,8,461,268,523,310,0.3852705657482147,0.0
487,12,193,304,310,360,0.665259599685669,0.0
488,12,192,306,307,361,0.7578927874565125,0.0
489,12,190,306,307,362,0.6767818927764893,0.0
490,12,187,307,307,364,0.8076027035713196,0.0
491,12,184,308,306,365,0.8444918990135193,0.0
492,12,183,309,304,367,0.8427816033363342,0.0
493,12,181,310,304,369,0.7971049547195435,0.0
494,12,180,311,303,370,0.8151795864105225,0.0
495,12,182,313,303,370,0.8052602410316467,0.0
496,12,180,314,302,372,0.8002529740333557,0.0
497,12,178,315,300,373,0.7871421575546265,0.0
498,12,178,315,300,373,0.8189396858215332,0.0
499,12,176,316,298,373,0.7656890749931335,0.0
500,12,175,316,297,372,0.8054938316345215,0.0
501,12,174,314,298,372,0.855739414691925,0.0
502,12,174,314,298,371,0.8585423827171326,0.0
503,12,174,315,298,372,0.822380781173706,0.0
504,12,172,316,297,374,0.5471752882003784,0.0
505,12,172,318,299,376,0.7239011526107788,0.0
506,12,171,318,298,377,0.6823657751083374,0.0
507,12,169,317,299,377,0.8354487419128418,0.0
508,12,171,315,299,374,0.8242830038070679,0.0
509,12,170,311,299,370,0.7786876559257507,0.0
510,12,172,310,300,368,0.66248619556427,0.0
511,12,174,309,300,366,0.6125097870826721,0.0
512,12,173,310,301,368,0.751444935798645,0.0
513,12,176,312,303,369,0.6610684394836426,0.0
514,12,177,311,308,370,0.6618445515632629,0.0
515,12,178,313,309,372,0.5589624643325806,0.0
516,12,180,314,312,373,0.8154488801956177,0.0
517,12,180,315,313,375,0.6441765427589417,0.0
518,12,183,316,315,376,0.704972505569458,0.0
519,12,187,317,315,376,0.42623844742774963,0.0
520,12,189,317,317,376,0.7544643878936768,0.0
521,12,191,318,317,375,0.7564744353294373,0.0
522,12,191,317,319,375,0.6205511689186096,0.0
523,12,191,315,322,374,0.674071729183197,0.0
524,12,191,312,324,373,0.7958825826644897,0.0
525,12,192,311,325,372,0.5830158591270447,0.0
526,12,197,313,326,372,0.5802309513092041,0.0
527,12,197,314,325,372,0.5040978789329529,0.0
528,12,200,315,328,373,0.500535249710083,0.0
529,12,198,313,331,374,0.5823966264724731,0.0
530,12,196,311,335,375,0.5249213576316833,0.0
531,12,198,312,336,376,0.6508845686912537,0.0
532,12,202,314,338,377,0.6056840419769287,0.0
533,12,209,318,339,378,0.4071471095085144,0.0
534,12,209,316,343,377,0.33703362941741943,0.0
537,12,211,311,350,376,0.5664807558059692,0.0
538,12,211,309,352,375,0.7238169312477112,0.0
539,12,217,311,352,374,0.5661709904670715,0.0
540,12,219,310,355,374,0.5894326567649841,0.0
541,12,225,313,354,374,0.4623575806617737,0.0
542,12,224,310,359,373,0.5589338541030884,0.0
543,12,228,310,361,373,0.3022152781486511,0.0
544,12,238,320,356,374,0.4988572597503662,0.0
545,12,232,312,365,374,0.5756460428237915,0.0
546,12,231,308,372,374,0.45953452587127686,0.0
547,12,234,307,378,375,0.7646141052246094,0.0
548,12,236,306,382,375,0.6896270513534546,0.0
549,12,239,306,384,376,0.7277829051017761,0.0
550,12,242,306,387,377,0.7238439917564392,0.0
551,12,247,306,391,377,0.5990903377532959,0.0
552,12,253,309,393,377,0.5642035603523254,0.0
553,12,255,306,398,377,0.5992256999015808,0.0
554,12,263,311,396,377,0.522404670715332,0.0
555,12,260,305,405,377,0.5383837223052979,0.0
556,12,272,313,405,379,0.4843474328517914,0.0
557,12,270,306,416,379,0.3460206091403961,0.0
557,13,186,315,296,371,0.6378150582313538,0.0
558,13,189,315,302,372,0.5275249481201172,0.0
559,13,193,314,310,373,0.6054460406303406,0.0
560,13,199,313,316,372,0.7899046540260315,0.0
560,12,278,301,434,380,0.7853313088417053,0.0
561,13,205,312,320,371,0.7791762351989746,0.0
561,12,285,300,437,379,0.6207694411277771,0.0
562,13,208,310,324,370,0.7208606600761414,0.0
562,12,297,309,432,378,0.6206427216529846,0.0
563,13,210,308,328,370,0.6333931088447571,0.0
